Timestamp,Age ,Gender,Educational Background,"Do you regularly use AI tools (e.g., ChatGPT, Grammarly)","If yes, how often?",What tasks do you use AI for? ,"On a scale of 1–5, how dependent do you feel on AI?","Without using AI, write a paragraph :
""If the internet disappeared tomorrow, how would your life change?""
Please write without AI assistance. This helps us measure natural creativity and mental effort.",Were you aware that AI could generate write-ups?,How mentally tiring was the task?,How confident are you in your originality?,Were you tempted to use AI while writing?,Do you feel AI has reduced your own creativity?
7/25/2025 11:48:42 AM GMT+5:30,19,Male,Undergraduate,Yes,Once a day,Research,3,My life would be boring. There will be no reels to watch. There will be peace all around. I wouldn’t be able to do my upi payments. My parents are in other city I will not be able to vedio call them I will also not be able to recieve payments from my dad we will have to use cash which is difficult to handle ,yes,4,9,Yes,Yes
7/25/2025 1:11:55 PM GMT+5:30,20,Male,Undergraduate,No,,,1,"My life would switch upside down. Right now everything I do during the day is linked to the internet in one way or the other. Be it be online education, online entertainment, games, connection with my friends and close ones and the list goes on. So it'll be a new experience. Of course adapting to the same will take time but I believe it will take the world towards a better future",yes,10,10,No,Yes
7/25/2025 11:49:37 AM GMT+5:30,39,Female,Postgraduate / PhD,Yes,Multiple times a day,Research;Coding;Brainstorming,4,"If the internet disappeared, it would definitely change everyone's life in both negative and positive ways. Disconnect from social world resulting to isolated environment where people do not have means to share information to large scale. This situation will totally degrade the value of technologies we are using with internet facility. Positive aspect is that people waste a lot of time using internet for exploring outer world, disappeared internet facility gives more time to explore inner world by connecting to our true being and focusing on self-growth.  ",yes,4,10,No,Yes
7/25/2025 5:26:10 PM GMT+5:30,21,Male,Graduate,Yes,A few times a week,Research,2,"If the internet vanished overnight, I think the silence would be the first thing I’d notice. No buzzing notifications, no endless scrolling. I’d probably feel anxious at first—cut off from news, schedules, and social updates. But gradually, I imagine a sense of calm settling in. I'd rediscover books, write letters, and spend more time with people in person. Creativity might come easier without constant distraction. It would be inconvenient for many things, sure—but maybe life would feel more present, less rushed. I think I’d miss it, but I also think I’d be okay without it.",yes,2,5,No,Yes
7/25/2025 4:23:31 PM GMT+5:30,16,Male,High school or below,Yes,Multiple times a day,Writing;Research,3,Every research is based on primary data and thus will take ore time .,yes,5,7,No,Maybe
7/25/2025 2:18:07 PM GMT+5:30,19,Female,Undergraduate,Yes,Multiple times a day,Writing;Coding;Brainstorming,3,Nothing ,yes,3,8,No,Maybe
7/25/2025 3:54:32 PM GMT+5:30,19,Male,Undergraduate,Yes,Once a day,Writing;Research;Brainstorming,2,In professional framing of message it will be a great drawback and somewhere in career as internet help me do to my research ,No,1,8,No,Yes
7/25/2025 1:07:16 PM GMT+5:30,21,Male,Undergraduate,Yes,A few times a week,Coding,2,"If the internet disappeared tomorrow, life will get so unexpected and unreal for some time but with the time the life will get adopt that too.",yes,1,8,No,No
7/25/2025 12:15:48 PM GMT+5:30,21,Female,Undergraduate,No,,,5,"If Internet is desepeare communication is slow down Education, work, and businesses would move back to offline systems, Although the initial days would be confusing and difficult to spent time without internet.",yes,5,8,Yes,Yes
7/25/2025 12:27:28 PM GMT+5:30,19,Female,Undergraduate,Yes,Multiple times a day,Brainstorming,3,Cannot write it properly ,yes,5,7,No,No
7/25/2025 12:46:06 PM GMT+5:30,25,Male,Undergraduate,Yes,A few times a week,Research;Understanding my study material + research,3,"As we frequently use web or other applications daily, so without internet a deep impact on emotions may impact.",yes,5,7,Yes,Yes
7/25/2025 3:18:39 PM GMT+5:30,19,Male,Undergraduate,Yes,Multiple times a day,Brainstorming,3,"In the age of internet everything is on your fingertips which is really convenient but the major blessings and curse is hyperconnectivity, We are connected with each other all the time and that is exactly what is making it tough for us to be creative on our own. History's most Creative People have gone through Boredom to create something truly magnificent yet Boredom is the most evil things seen today in this day and age because of Internet. Internet has truly provided us with huge opportunities in life but it's the very thing that is the cause of a lot of problems in our life, but again, Internet is just a tool, just like weapons, used by the wrong person, it is self destructive, Used by the right person, it is a blessing, so if it disappears tomorrow, a Hyper connectivity would go away, So I will connect with more people and be more creative in my life but convenience would also go away and life would become a lot slower and slower is the exact word, My generation Hates.",yes,6,9,Yes,Yes
7/25/2025 5:57:24 PM GMT+5:30,21,Female,Undergraduate,Yes,Multiple times a day,Writing;Research,4,Intenet plays crucial role and i feel if it disappears tomorrow it can affect half of our youth there are cons and prons for this cons are most of scams will be reduced and prons are this will affect somehow in studies researches which we feel ai has made easier for everybody who has its access. My life will be like both i am dependent on this just for my work not entirely but yea so it will affect me but less.,yes,2,9,Yes,No
7/25/2025 4:21:34 PM GMT+5:30,32,Male,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,4,If talking about life without internet that is going to be too damn difficult because starting from how I will reach my work place to talking to my friends I need it everyday internet is like a basic necessity if we don't have recharge for a day the dsy goes too damn slow not because we don't want to work or anything because all the work is dependent on it and I think my work would not exist without internet as what would I do of the websites if no one is going to use or have access to it,yes,4,10,Yes,Maybe
7/25/2025 12:01:31 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Research;Understanding my study material + research,2,"My life would become a little different from what it is now. The evolution of technology has made everyone a little dependent on internet for browsing stuff. Sometimes I do become lethargic and depend on AI for completing tasks that require brainstorming. Vanishing of internet, will encourage me to use more of my own ideas and have individuality over my work. However, life would become a little difficult without the existence of internet. ",yes,1,9,No,Yes
7/25/2025 1:40:02 PM GMT+5:30,21,Male,Graduate,Yes,Once a day,Writing;Research,2,"If the internet disappeared tomorrow, I’d lose my digital second brain. My calendar, notes, contacts, and even memories live online. I'd have to print things, write more, and organize life with sticky notes again. It would also disrupt how I learn—no tutorials, no quick searches. I’d need to build more human networks for support and information. Work would become slower and less efficient. On the plus side, I might sleep better without screens and focus more on hobbies like painting or cooking. It would be frustrating at first, but I believe I’d gradually rediscover a more grounded way of living.",yes,8,7,Yes,No
7/25/2025 2:22:31 PM GMT+5:30,21,Male,Undergraduate,Yes,Once a day,Information ,3,I feel that it will take a little while to get back to thinking everything by myself like we were doing just a couple years back and without help of AI tools yet there might still be a lack of widen horizon of thinking ,yes,1,10,Yes,Maybe
7/25/2025 3:46:58 PM GMT+5:30,19,Female,Undergraduate,Yes,Multiple times a day,Research,4,"If the internet disappeared tomorrow, my life becomes a boon for me,but at a same time it also feel curse anywhere without internet. Without internet I can fully focused on my work and try to brainstorm more on the topics and their questions. My creativity and critical thinking are on peak if interest disappeared tomorrow. Also I feel secured and less distracted as no internet means no social media which doesn't make me distract and feel some kind of insecurity to me. I can meet my friends or if any client or interviewer face to face which gives me more knowledge related to the field where I go work or buisness meetings requirements by opposition and also main point through their facial expressions and body language,I can understand their intution,their behaviour and their needs and wants properly which helps me to go according to it or not. Now every coin has it's two sides, we talk about boon side and now curse side. Without internet, I can't communicate with people who are very far away from us with no telephone requirement there,also online meeting with that client who live in another country can't be possible. Also without internet I and other people can't do online shoping, attend any course or lecture as a student and also in today's world Internet is the great source of knowledge and information,so if it disappeared I can't get all the information which makes me feel backward from people. Without this I can't transfer the money direct to another one who live anywhere. So, at the end, I say that internet in today's world is our main requirement. Without this I can survive somewhere very easily but at somewhere I cannot survive in the society in a fully manner.",yes,4,8,No,Maybe
